object_id,shape,admin3_pcode,shape_length,shape_area,location
5482,Polygon,TH830104,0.433273,0.002569,"Thailand, Phuket, Mueang Phuket, Ratsada"
5483,Polygon,TH150702,0.216539,0.001452,"Thailand, Ang Thong, Samko, Ratsadon Phatthana"
5484,Polygon,TH150205,0.146302,0.000811,"Thailand, Ang Thong, Chaiyo, Ratsathit"
5485,Polygon,TH370608,0.222374,0.00236,"Thailand, Amnat Charoen, Hua Taphan, Rattana Wari"
5486,Polygon,TH320701,0.356559,0.004357,"Thailand, Surin, Rattanaburi, Rattanaburi"
5487,Polygon,TH431601,0.339028,0.003785,"Thailand, Nong Khai, Rattanawapi, Rattanawapi"
5488,Polygon,TH901301,0.521842,0.005737,"Thailand, Songkhla, Khuan Niang, Rattaphum"
5489,Polygon,TH900709,0.18624,0.001154,"Thailand, Songkhla, Ranot, Rawa"
5490,Polygon,TH941005,0.131907,0.000985,"Thailand, Pattani, Yarang, Rawaeng"
5491,Polygon,TH830107,0.750576,0.002952,"Thailand, Phuket, Mueang Phuket, Rawai"
5492,Polygon,TH341911,0.512718,0.008181,"Thailand, Ubon Ratchathani, Phibun Mangsahan, Rawe"
5493,Polygon,TH321704,0.283479,0.003813,"Thailand, Surin, Non Narai, Rawiang"
5494,Polygon,TH670117,0.471034,0.005949,"Thailand, Phetchabun, Mueang Phetchabun, Rawing"
5495,Polygon,TH480601,0.345112,0.003456,"Thailand, Nakhon Phanom, Renu Nakhon, Renu"
5496,Polygon,TH480608,0.201159,0.001839,"Thailand, Nakhon Phanom, Renu Nakhon, Renu Tai"
5497,Polygon,TH961105,0.310633,0.0029,"Thailand, Narathiwat, Su-Ngai Padi, Ri Ko"
5498,Polygon,TH960603,0.325328,0.003567,"Thailand, Narathiwat, Rueso, Riang"
5499,Polygon,TH550601,0.22179,0.001064,"Thailand, Nan, Tha Wang Pha, Rim"
5500,Polygon,TH570310,0.397521,0.0073,"Thailand, Chiang Rai, Chiang Khong, Rim Khong"
5501,Polygon,TH570114,0.604202,0.005089,"Thailand, Chiang Rai, Mueang Chiang Rai, Rim Kok"
5502,Polygon,TH500702,0.125178,0.000381,"Thailand, Chiang Mai, Mae Rim, Rim Nuea"
5503,Polygon,TH510106,0.181079,0.000947,"Thailand, Lamphun, Mueang Lamphun, Rim Ping"
5504,Polygon,TH671104,0.567759,0.009247,"Thailand, Phetchabun, Khao Kho, Rim Si Muang"
5505,Polygon,TH500701,0.167607,0.000739,"Thailand, Chiang Mai, Mae Rim, Rim Tai"
5506,Polygon,TH191010,0.154084,0.000793,"Thailand, Saraburi, Sao Hai, Roeng Rang"
5507,Polygon,TH490207,0.305161,0.003639,"Thailand, Mukdahan, Nikhom Kham Soi, Rom Klao"
5508,Polygon,TH930112,0.213779,0.001863,"Thailand, Phatthalung, Mueang Phatthalung, Rom Mueang"
5509,Polygon,TH960905,0.473564,0.007104,"Thailand, Narathiwat, Sukhirin, Rom Sai"
5510,Polygon,TH560310,0.756547,0.0211,"Thailand, Phayao, Chiang Kham, Rom Yen"
5511,Polygon,TH820305,0.656255,0.015986,"Thailand, Phangnga, Kapong, Rommani"
5512,Polygon,TH801301,0.667522,0.010089,"Thailand, Nakhon Si Thammarat, Ron Phibun, Ron Phibun"
5513,Polygon,TH311106,0.42054,0.006928,"Thailand, Buri Ram, Satuek, Ron Thong"
5514,Polygon,TH770403,0.760232,0.016569,"Thailand, Prachuap Khiri Khan, Bang Saphan, Ron Thong"
5515,Polygon,TH900802,0.423248,0.007871,"Thailand, Songkhla, Krasae Sin, Rong"
5516,Polygon,TH141506,0.173254,0.000923,"Thailand, Phra Nakhon Si Ayutthaya, Maha Rat, Rong Chang"
5517,Polygon,TH150304,0.143976,0.000943,"Thailand, Ang Thong, Pa Mok, Rong Chang"
5518,Polygon,TH170407,0.153243,0.000955,"Thailand, Sing Buri, Phrom Buri, Rong Chang"
5519,Polygon,TH570605,0.313105,0.004541,"Thailand, Chiang Rai, Pa Daet, Rong Chang"
5520,Polygon,TH660107,0.286068,0.002995,"Thailand, Phichit, Mueang Phichit, Rong Chang"
5521,Polygon,TH420703,0.674171,0.009126,"Thailand, Loei, Phu Ruea, Rong Chik"
5522,Polygon,TH540119,0.128849,0.000668,"Thailand, Phrae, Mueang Phrae, Rong Fong"
5523,Polygon,TH750204,0.080834,0.00033,"Thailand, Samut Songkhram, Bang Khonthi, Rong Hip"
5524,Polygon,TH540409,0.236622,0.001403,"Thailand, Phrae, Sung Men, Rong Kat"
5525,Polygon,TH460401,0.198456,0.001163,"Thailand, Kalasin, Rong Kham, Rong Kham"
5526,Polygon,TH740304,0.308409,0.004001,"Thailand, Samut Sakhon, Ban Phaeo, Rong Khe"
5527,Polygon,TH760613,0.15856,0.001022,"Thailand, Phetchaburi, Ban Lat, Rong Khe"
5528,Polygon,TH540204,0.341376,0.002858,"Thailand, Phrae, Rong Kwang, Rong Khem"
5529,Polygon,TH520704,0.637994,0.014399,"Thailand, Lampang, Wang Nuea, Rong Kho"
5530,Polygon,TH540201,0.814528,0.007368,"Thailand, Phrae, Rong Kwang, Rong Kwang"
5531,Polygon,TH100701,0.044042,0.000104,"Thailand, Bangkok, Pathum Wan, Rong Mueang"
5532,Polygon,TH501303,0.294305,0.001507,"Thailand, Chiang Mai, San Kamphaeng, Rong Wua Daeng"
5533,Polygon,TH250102,0.305586,0.001828,"Thailand, Prachin Buri, Mueang Prachin Buri, Rop Mueang"
5534,Polygon,TH360102,0.385586,0.002274,"Thailand, Chaiyaphum, Mueang Chaiyaphum, Rop Mueang"
5535,Polygon,TH450102,0.397645,0.002676,"Thailand, Roi Et, Mueang Roi Et, Rop Mueang"
5536,Polygon,TH450907,0.460495,0.005746,"Thailand, Roi Et, Nong Phok, Rop Mueang"
5537,Polygon,TH570102,0.456162,0.004313,"Thailand, Chiang Rai, Mueang Chiang Rai, Rop Wiang"
5538,Polygon,TH940110,0.191657,0.001227,"Thailand, Pattani, Mueang Pattani, Ru Samilae"
5539,Polygon,TH720102,0.320262,0.001875,"Thailand, Suphan Buri, Mueang Suphan Buri, Rua Yai"
5540,Polygon,TH530308,0.289359,0.002491,"Thailand, Uttaradit, Tha Pla, Ruam Chit"
5541,Polygon,TH630705,0.484836,0.008295,"Thailand, Tak, Phop Phra, Ruam Thai Phatthana"
5542,Polygon,TH550106,0.621295,0.006593,"Thailand, Nan, Mueang Nan, Rueang"
5543,Polygon,TH960601,0.341972,0.004237,"Thailand, Narathiwat, Rueso, Rueso"
5544,Polygon,TH960607,0.287584,0.003347,"Thailand, Narathiwat, Rueso, Rueso Ok"
5545,Polygon,TH330408,0.472269,0.007037,"Thailand, Si Sa Ket, Kantharalak, Rung"
5546,Polygon,TH331505,0.477942,0.004059,"Thailand, Si Sa Ket, Nam Kliang, Rung Rawi"
5547,Polygon,TH560403,1.135859,0.034439,"Thailand, Phayao, Chiang Muan, Sa"
5548,Polygon,TH950802,0.357103,0.004229,"Thailand, Yala, Krong Pinang, Sa-Ae"
5549,Polygon,TH400705,0.387739,0.005286,"Thailand, Khon Kaen, Nam Phong, Sa-At"
5550,Polygon,TH450805,0.272952,0.00264,"Thailand, Roi Et, Pho Chai, Sa-At"
5551,Polygon,TH461702,0.423006,0.00495,"Thailand, Kalasin, Don Chan, Sa-At Chai Si"
5552,Polygon,TH450106,0.337853,0.003234,"Thailand, Roi Et, Mueang Roi Et, Sa-At Sombun"
5553,Polygon,TH540606,1.282948,0.057262,"Thailand, Phrae, Song, Sa-Iap"
5554,Polygon,TH500505,0.168341,0.000491,"Thailand, Chiang Mai, Doi Saket, Sa-Nga Ban"
5555,Polygon,TH160801,0.597659,0.006055,"Thailand, Lop Buri, Sa Bot, Sa Bot"
5556,Polygon,TH312203,0.504787,0.006631,"Thailand, Buri Ram, Khaen Dong, Sa Bua"
5557,Polygon,TH450306,0.338381,0.004192,"Thailand, Roi Et, Pathum Rat, Sa Bua"
5558,Polygon,TH170208,0.259467,0.002313,"Thailand, Sing Buri, Bang Rachan, Sa Chaeng"
5559,Polygon,TH300809,0.496687,0.007898,"Thailand, Nakhon Ratchasima, Dan Khun Thot, Sa Chorakhe"
5560,Polygon,TH270101,0.530851,0.004032,"Thailand, Sa Kaeo, Mueang Sa Kaeo, Sa Kaeo"
5561,Polygon,TH311401,0.21687,0.002457,"Thailand, Buri Ram, Nong Hong, Sa Kaeo"
5562,Polygon,TH401104,0.263776,0.001802,"Thailand, Khon Kaen, Pueai Noi, Sa Kaeo"
5563,Polygon,TH450614,0.184535,0.00163,"Thailand, Roi Et, Phanom Phrai, Sa Kaeo"
5564,Polygon,TH601117,0.277581,0.002617,"Thailand, Nakhon Sawan, Lat Yao, Sa Kaeo"
5565,Polygon,TH620119,0.450339,0.009549,"Thailand, Kamphaeng Phet, Mueang Kamphaeng Phet, Sa Kaeo"
5566,Polygon,TH670808,0.708611,0.010367,"Thailand, Phetchabun, Bueng Sam Phan, Sa Kaeo"
5567,Polygon,TH720113,0.390088,0.004688,"Thailand, Suphan Buri, Mueang Suphan Buri, Sa Kaeo"
5568,Polygon,TH800806,0.475751,0.004144,"Thailand, Nakhon Si Thammarat, Tha Sala, Sa Kaeo"
5569,Polygon,TH331022,0.171724,0.001448,"Thailand, Si Sa Ket, Uthumphon Phisai, Sa Kamphaeng Yai"
5570,Polygon,TH730120,0.229489,0.001405,"Thailand, Nakhon Pathom, Mueang Nakhon Pathom, Sa Kathiam"
5571,Polygon,TH451101,0.607558,0.011419,"Thailand, Roi Et, Suwannaphum, Sa Khu"
5572,Polygon,TH320207,0.320181,0.004351,"Thailand, Surin, Chumphon Buri, Sa Khut"
5573,Polygon,TH270108,0.79859,0.013709,"Thailand, Sa Kaeo, Mueang Sa Kaeo, Sa Khwan"
5574,Polygon,TH960701,0.371583,0.005293,"Thailand, Narathiwat, Si Sakhon, Sa Ko"
5575,Polygon,TH720604,0.488665,0.006315,"Thailand, Suphan Buri, Don Chedi, Sa Krachom"
5576,Polygon,TH670602,0.539309,0.007138,"Thailand, Phetchabun, Si Thep, Sa Kruat"
5577,Polygon,TH711304,0.484865,0.007823,"Thailand, Kanchanaburi, Huai Krachao, Sa Long Ruea"
5578,Polygon,TH450712,0.30163,0.003069,"Thailand, Roi Et, Phon Thong, Sa Nok Kaeo"
5579,Polygon,TH361103,0.409263,0.003523,"Thailand, Chaiyaphum, Ban Thaen, Sa Phang"
5580,Polygon,TH760202,0.291457,0.002606,"Thailand, Phetchaburi, Khao Yoi, Sa Phang"
5581,Polygon,TH720912,0.303148,0.002688,"Thailand, Suphan Buri, U Thong, Sa Phang Lan"
5582,Polygon,TH460608,0.187357,0.001352,"Thailand, Kalasin, Khao Wong, Sa Phang Thong"
5583,Polygon,TH730209,0.302985,0.002726,"Thailand, Nakhon Pathom, Kamphaeng Saen, Sa Phatthana"
5584,Polygon,TH360407,0.351251,0.00558,"Thailand, Chaiyaphum, Kaset Sombun, Sa Phon Thong"
5585,Polygon,TH302801,0.264613,0.003718,"Thailand, Nakhon Ratchasima, Phra Thong Kham, Sa Phra"
5586,Polygon,TH670502,0.415495,0.00448,"Thailand, Phetchabun, Wichian Buri, Sa Pradu"
5587,Polygon,TH341508,0.394876,0.00549,"Thailand, Ubon Ratchathani, Warin Chamrap, Sa Saming"
5588,Polygon,TH200607,0.3206,0.003307,"Thailand, Chon Buri, Phanat Nikhom, Sa Si Liam"
5589,Polygon,TH730206,0.426511,0.003866,"Thailand, Nakhon Pathom, Kamphaeng Saen, Sa Si Mum"
5590,Polygon,TH300302,0.812844,0.020393,"Thailand, Nakhon Ratchasima, Soeng Sang, Sa Takhian"
5591,Polygon,TH601011,0.298853,0.00342,"Thailand, Nakhon Sawan, Phayuha Khiri, Sa Thale"
5592,Polygon,TH311407,0.208958,0.002069,"Thailand, Buri Ram, Nong Hong, Sa Thong"
5593,Polygon,TH300212,0.399772,0.003821,"Thailand, Nakhon Ratchasima, Khon Buri, Sa Wan Phraya"
5594,Polygon,TH720902,0.400542,0.003501,"Thailand, Suphan Buri, U Thong, Sa Yai Som"
5595,Polygon,TH331403,0.25554,0.003132,"Thailand, Si Sa Ket, Si Rattana, Sa Yao"
5596,Polygon,TH900601,0.607402,0.006315,"Thailand, Songkhla, Saba Yoi, Saba Yoi"
5597,Polygon,TH410606,0.414297,0.004953,"Thailand, Udon Thani, Nong Han, Sabaeng"
5598,Polygon,TH940914,0.091402,0.000396,"Thailand, Pattani, Yaring, Saban"
5599,Polygon,TH940101,0.088376,0.000266,"Thailand, Pattani, Mueang Pattani, Sabarang"
5600,Polygon,TH310403,0.481653,0.006074,"Thailand, Buri Ram, Nang Rong, Sadao"
5601,Polygon,TH311504,0.434779,0.004377,"Thailand, Buri Ram, Phlapphla Chai, Sadao"
5602,Polygon,TH321302,0.347229,0.003707,"Thailand, Surin, Buachet, Sadao"
5603,Polygon,TH901001,0.257836,0.003389,"Thailand, Songkhla, Sadao, Sadao"
5604,Polygon,TH330507,0.24815,0.003424,"Thailand, Si Sa Ket, Khukhan, Sadao Yai"
5605,Polygon,TH941002,0.169517,0.001281,"Thailand, Pattani, Yarang, Sadawa"
5606,Polygon,TH670104,0.535118,0.003643,"Thailand, Phetchabun, Mueang Phetchabun, Sadiang"
5607,Polygon,TH671105,0.45713,0.005053,"Thailand, Phetchabun, Khao Kho, Sado Phong"
5608,Polygon,TH270508,0.922693,0.017204,"Thailand, Sa Kaeo, Watthana Nakhon, Sae-O"
5609,Polygon,TH451708,0.235352,0.001344,"Thailand, Roi Et, Changhan, Saen Chat"
5610,Polygon,TH502003,0.487734,0.004392,"Thailand, Chiang Mai, Wiang Haeng, Saen Hai"
5611,Polygon,TH480506,0.151811,0.00085,"Thailand, Nakhon Phanom, That Phanom, Saen Phan"
5612,Polygon,TH240516,0.151002,0.001068,"Thailand, Chachoengsao, Ban Pho, Saen Phu Dat"
5613,Polygon,TH101002,0.264091,0.002973,"Thailand, Bangkok, Min Buri, Saen Saep"
5614,Polygon,TH200104,0.255484,0.001289,"Thailand, Chon Buri, Mueang Chon Buri, Saen Suk"
5615,Polygon,TH341518,0.293373,0.002878,"Thailand, Ubon Ratchathani, Warin Chamrap, Saen Suk"
5616,Polygon,TH450602,0.327495,0.003662,"Thailand, Roi Et, Phanom Phrai, Saen Suk"
5617,Polygon,TH550608,0.617687,0.00641,"Thailand, Nan, Tha Wang Pha, Saen Thong"
5618,Polygon,TH530114,0.246891,0.002082,"Thailand, Uttaradit, Mueang Uttaradit, Saen To"
5619,Polygon,TH530401,0.811231,0.017541,"Thailand, Uttaradit, Nam Pat, Saen To"
5620,Polygon,TH620405,0.296527,0.004357,"Thailand, Kamphaeng Phet, Khanu Woralaksaburi, Saen To"
5621,Polygon,TH710514,0.237776,0.001894,"Thailand, Kanchanaburi, Tha Maka, Saen To"
5622,Polygon,TH230302,0.559948,0.008589,"Thailand, Trat, Khao Saming, Saen Tung"
5623,Polygon,TH770306,0.309156,0.003993,"Thailand, Prachuap Khiri Khan, Thap Sakae, Saeng Arun"
5624,Polygon,TH461303,0.658013,0.009229,"Thailand, Kalasin, Somdet, Saeng Badan"
5625,Polygon,TH420602,0.54108,0.011605,"Thailand, Loei, Na Haeo, Saeng Pha"
5626,Polygon,TH412102,0.510453,0.007078,"Thailand, Udon Thani, Nong Saeng, Saeng Sawang"
5627,Polygon,TH710707,0.611006,0.011992,"Thailand, Kanchanaburi, Thong Pha Phum, Sahakon Nikhom"
5628,Polygon,TH340417,0.334683,0.003255,"Thailand, Ubon Ratchathani, Khueang Nai, Sahathat"
5629,Polygon,TH460902,0.388547,0.004513,"Thailand, Kalasin, Sahatsakhan, Sahatsakhan"
5630,Polygon,TH300908,0.393062,0.002887,"Thailand, Nakhon Ratchasima, Non Thai, Sai-O"
5631,Polygon,TH850108,0.486129,0.006593,"Thailand, Ranong, Mueang Ranong, Sai Daeng"
5632,Polygon,TH270204,0.463352,0.00538,"Thailand, Sa Kaeo, Khlong Hat, Sai Diao"
5633,Polygon,TH160617,0.199531,0.002144,"Thailand, Lop Buri, Ban Mi, Sai Huai Kaeo"
5634,Polygon,TH660119,0.307505,0.002879,"Thailand, Phichit, Mueang Phichit, Sai Kham Ho"
5635,Polygon,TH220704,0.795162,0.017614,"Thailand, Chanthaburi, Soi Dao, Sai Khao"
5636,Polygon,TH420902,0.848025,0.024212,"Thailand, Loei, Wang Saphung, Sai Khao"
5637,Polygon,TH570510,0.442205,0.008252,"Thailand, Chiang Rai, Phan, Sai Khao"
5638,Polygon,TH801603,0.274208,0.004065,"Thailand, Nakhon Si Thammarat, Hua Sai, Sai Khao"
5639,Polygon,TH810404,0.700049,0.011117,"Thailand, Krabi, Khlong Thom, Sai Khao"
5640,Polygon,TH940205,0.223855,0.00201,"Thailand, Pattani, Khok Pho, Sai Khao"
5641,Polygon,TH841604,0.854961,0.012052,"Thailand, Surat Thani, Phrasaeng, Sai Khueng"
5642,Polygon,TH104604,0.138428,0.000873,"Thailand, Bangkok, Khlong Sam Wa, Sai Kong Din"
5643,Polygon,TH104605,0.186855,0.001467,"Thailand, Bangkok, Khlong Sam Wa, Sai Kong Din Tai"
5644,Polygon,TH600804,0.618697,0.007584,"Thailand, Nakhon Sawan, Tha Tako, Sai Lamphong"
5645,Polygon,TH120109,0.125425,0.000646,"Thailand, Nonthaburi, Mueang Nonthaburi, Sai Ma"
5646,Polygon,TH104201,0.223643,0.001357,"Thailand, Bangkok, Sai Mai, Sai Mai"
5647,Polygon,TH800606,0.254877,0.002202,"Thailand, Nakhon Si Thammarat, Chian Yai, Sai Mak"
5648,Polygon,TH260406,0.346092,0.004262,"Thailand, Nakhon Nayok, Ongkharak, Sai Mun"
5649,Polygon,TH341905,0.42904,0.004217,"Thailand, Ubon Ratchathani, Phibun Mangsahan, Sai Mun"
5650,Polygon,TH350201,0.335234,0.004797,"Thailand, Yasothon, Sai Mun, Sai Mun"
5651,Polygon,TH400709,0.331295,0.0044,"Thailand, Khon Kaen, Nam Phong, Sai Mun"
5652,Polygon,TH471215,0.484469,0.005832,"Thailand, Sakon Nakhon, Sawang Daen Din, Sai Mun"
5653,Polygon,TH501302,0.107913,0.000411,"Thailand, Chiang Mai, San Kamphaeng, Sai Mun"
5654,Polygon,TH461602,0.342163,0.002089,"Thailand, Kalasin, Na Khu, Sai Na Wang"
5655,Polygon,TH620201,0.415679,0.005793,"Thailand, Kamphaeng Phet, Sai Ngam, Sai Ngam"
5656,Polygon,TH730508,0.391458,0.003605,"Thailand, Nakhon Pathom, Bang Len, Sai Ngam"
5657,Polygon,TH120501,0.197805,0.001969,"Thailand, Nonthaburi, Sai Noi, Sai Noi"
5658,Polygon,TH140503,0.106239,0.00071,"Thailand, Phra Nakhon Si Ayutthaya, Bang Ban, Sai Noi"
5659,Polygon,TH800410,0.409337,0.003701,"Thailand, Nakhon Si Thammarat, Chawang, Sai Ra"
5660,Polygon,TH660404,0.138757,0.000853,"Thailand, Phichit, Taphan Hin, Sai Rong Khon"
5661,Polygon,TH841606,0.462002,0.005406,"Thailand, Surat Thani, Phrasaeng, Sai Sopha"
5662,Polygon,TH310805,0.474966,0.004861,"Thailand, Buri Ram, Ban Kruat, Sai Taku"
5663,Polygon,TH810115,0.424423,0.004532,"Thailand, Krabi, Mueang Krabi, Sai Thai"
5664,Polygon,TH270207,0.519195,0.004842,"Thailand, Sa Kaeo, Khlong Hat, Sai Thong"
5665,Polygon,TH841804,0.779821,0.011743,"Thailand, Surat Thani, Chai Buri, Sai Thong"
5666,Polygon,TH940801,0.28199,0.00204,"Thailand, Pattani, Mai Kaen, Sai Thong"
5667,Polygon,TH390411,0.46387,0.005253,"Thailand, Nong Bua Lam Phu, Si Bun Rueang, Sai Thong"
5668,Polygon,TH460809,0.254874,0.002052,"Thailand, Kalasin, Huai Mek, Sai Thong"
5669,Polygon,TH770503,0.604179,0.010291,"Thailand, Prachuap Khiri Khan, Bang Saphan Noi, Sai Thong"
5670,Polygon,TH150303,0.190705,0.000853,"Thailand, Ang Thong, Pa Mok, Sai Thong"
5671,Polygon,TH120504,0.269929,0.003171,"Thailand, Nonthaburi, Sai Noi, Sai Yai"
5672,Polygon,TH540503,0.871091,0.020265,"Thailand, Phrae, Den Chai, Sai Yoi"
5673,Polygon,TH650903,0.450201,0.007377,"Thailand, Phitsanulok, Noen Maprang, Sai Yoi"
5674,Polygon,TH710204,1.548539,0.075925,"Thailand, Kanchanaburi, Sai Yok, Sai Yok"
5675,Polygon,TH660901,0.484591,0.006285,"Thailand, Phichit, Sak Lek, Sak Lek"
5676,Polygon,TH670307,0.306808,0.002446,"Thailand, Phetchabun, Lom Sak, Sak Long"
5677,Polygon,TH620304,1.136979,0.02223,"Thailand, Kamphaeng Phet, Khlong Lan, Sak Ngam"
5678,Polygon,TH311112,0.3634,0.00499,"Thailand, Buri Ram, Satuek, Sakae"
5679,Polygon,TH610103,0.370574,0.002825,"Thailand, Uthai Thani, Mueang Uthai Thani, Sakae Krang"
5680,Polygon,TH310105,0.44881,0.006264,"Thailand, Buri Ram, Mueang Buri Ram, Sakae Phrong"
5681,Polygon,TH160307,0.412749,0.004373,"Thailand, Lop Buri, Khok Samrong, Sakae Rap"
5682,Polygon,TH301411,0.38458,0.007002,"Thailand, Nakhon Ratchasima, Pak Thong Chai, Sakae Rat"
5683,Polygon,TH310125,0.320328,0.003755,"Thailand, Buri Ram, Mueang Buri Ram, Sakae Sam"
5684,Polygon,TH940512,0.128888,0.00092,"Thailand, Pattani, Mayo, Sakam"
5685,Polygon,TH550512,0.331679,0.003567,"Thailand, Nan, Pua, Sakat"
5686,Polygon,TH321010,0.41237,0.00443,"Thailand, Surin, Sangkha, Sakat"
5687,Polygon,TH940510,0.099183,0.000428,"Thailand, Pattani, Mayo, Sakho Bon"
5688,Polygon,TH940511,0.102502,0.000563,"Thailand, Pattani, Mayo, Sakho Tai"
5689,Polygon,TH910403,0.539629,0.006498,"Thailand, Satun, Tha Phae, Sakhon"
5690,Polygon,TH431401,0.448646,0.005749,"Thailand, Nong Khai, Sakhrai, Sakhrai"
5691,Polygon,TH830306,0.187321,0.001552,"Thailand, Phuket, Thalang, Sakhu"
5692,Polygon,TH841607,0.480737,0.005717,"Thailand, Surat Thani, Phrasaeng, Sakhu"
5693,Polygon,TH961104,0.418938,0.005343,"Thailand, Narathiwat, Su-Ngai Padi, Sako"
5694,Polygon,TH900304,0.287191,0.00247,"Thailand, Songkhla, Chana, Sakom"
5695,Polygon,TH900507,0.482421,0.007424,"Thailand, Songkhla, Thepha, Sakom"
5696,Polygon,TH520305,0.19211,0.001362,"Thailand, Lampang, Ko Kha, Sala"
5697,Polygon,TH150103,0.165224,0.000689,"Thailand, Ang Thong, Mueang Ang Thong, Sala Daeng"
5698,Polygon,TH240309,0.352865,0.002839,"Thailand, Chachoengsao, Bang Nam Priao, Sala Daeng"
5699,Polygon,TH600206,0.386067,0.003093,"Thailand, Nakhon Sawan, Krok Phra, Sala Daeng"
5700,Polygon,TH810305,0.322662,0.003128,"Thailand, Krabi, Ko Lanta, Sala Dan"
5701,Polygon,TH720116,0.283987,0.00221,"Thailand, Suphan Buri, Mueang Suphan Buri, Sala Khao"
5702,Polygon,TH130406,0.374179,0.003687,"Thailand, Pathum Thani, Nong Suea, Sala Khru"
5703,Polygon,TH120209,0.207631,0.001325,"Thailand, Nonthaburi, Bang Kruai, Sala Klang"
5704,Polygon,TH770804,1.272515,0.012537,"Thailand, Prachuap Khiri Khan, Sam Roi Yot, Sala Lai"
5705,Polygon,TH670210,0.508422,0.005712,"Thailand, Phetchabun, Chon Daen, Sala Lai"
5706,Polygon,TH270103,0.734236,0.010225,"Thailand, Sa Kaeo, Mueang Sa Kaeo, Sala Lamduan"
5707,Polygon,TH140205,0.15088,0.000782,"Thailand, Phra Nakhon Si Ayutthaya, Tha Ruea, Sala Loi"
5708,Polygon,TH960204,0.192949,0.001387,"Thailand, Narathiwat, Tak Bai, Sala Mai"
5709,Polygon,TH191005,0.078464,0.000329,"Thailand, Saraburi, Sao Hai, Sala Ri Thai"
5710,Polygon,TH104802,0.252686,0.002609,"Thailand, Bangkok, Thawi Watthana, Sala Thammasop"
5711,Polygon,TH730701,0.233926,0.002146,"Thailand, Nakhon Pathom, Phutthamonthon, Sala Ya"
5712,Polygon,TH220109,0.332225,0.004347,"Thailand, Chanthaburi, Mueang Chanthaburi, Salaeng"
5713,Polygon,TH191201,0.55409,0.007281,"Thailand, Saraburi, Wang Muang, Salaeng Phan"
5714,Polygon,TH311003,0.302152,0.004262,"Thailand, Buri Ram, Lam Plai Mat, Salaeng Phan"
5715,Polygon,TH320125,0.258147,0.003001,"Thailand, Surin, Mueang Surin, Salaeng Phan"
5716,Polygon,TH310702,0.319883,0.004541,"Thailand, Buri Ram, Prakhon Chai, Salaeng Thon"
5717,Polygon,TH320106,0.33393,0.004155,"Thailand, Surin, Mueang Surin, Salak Dai"
5718,Polygon,TH720406,0.3543,0.004392,"Thailand, Suphan Buri, Bang Pla Ma, Sali"
5719,Polygon,TH620406,0.327537,0.004643,"Thailand, Kamphaeng Phet, Khanu Woralaksaburi, Salok Bat"
5720,Polygon,TH500705,0.583938,0.010019,"Thailand, Chiang Mai, Mae Rim, Saluang"
5721,Polygon,TH860203,0.827664,0.012161,"Thailand, Chumphon, Tha Sae, Salui"
5722,Polygon,TH330104,0.224028,0.002822,"Thailand, Si Sa Ket, Mueang Si Sa Ket, Sam"
5723,Polygon,TH141403,0.202308,0.001395,"Thailand, Phra Nakhon Si Ayutthaya, Uthai, Sam Bandit"
5724,Polygon,TH720803,0.241625,0.002211,"Thailand, Suphan Buri, Sam Chuk, Sam Chuk"
5725,Polygon,TH451302,0.274744,0.002687,"Thailand, Roi Et, Phon Sai, Sam Kha"
5726,Polygon,TH460507,0.404431,0.004861,"Thailand, Kalasin, Kuchinarai, Sam Kha"
5727,Polygon,TH130703,0.090481,0.00049,"Thailand, Pathum Thani, Sam Khok, Sam Khok"
5728,Polygon,TH730114,0.163214,0.001256,"Thailand, Nakhon Pathom, Mueang Nakhon Pathom, Sam Khwai Phueak"
5729,Polygon,TH141204,0.131508,0.000844,"Thailand, Phra Nakhon Si Ayutthaya, Sena, Sam Ko"
5730,Polygon,TH770206,0.748486,0.011363,"Thailand, Prachuap Khiri Khan, Kui Buri, Sam Krathai"
5731,Polygon,TH760115,0.135957,0.000874,"Thailand, Phetchaburi, Mueang Phetchaburi, Sam Marong"
5732,Polygon,TH141003,0.233718,0.002145,"Thailand, Phra Nakhon Si Ayutthaya, Lat Bua Luang, Sam Mueang"
5733,Polygon,TH303104,0.272548,0.003049,"Thailand, Nakhon Ratchasima, Sida, Sam Mueang"
5734,Polygon,TH630405,1.116623,0.035192,"Thailand, Tak, Mae Ramat, Sam Muen"
5735,Polygon,TH150413,0.108952,0.000465,"Thailand, Ang Thong, Pho Thong, Sam Ngam"
5736,Polygon,TH660701,0.328617,0.00525,"Thailand, Phichit, Sam Ngam, Sam Ngam"
5737,Polygon,TH730401,0.306809,0.002149,"Thailand, Nakhon Pathom, Don Tum, Sam Ngam"
5738,Polygon,TH180611,0.296255,0.002734,"Thailand, Chai Nat, Hankha, Sam Ngam Tha Bot"
5739,Polygon,TH630301,0.493657,0.004069,"Thailand, Tak, Sam Ngao, Sam Ngao"
5740,Polygon,TH250302,0.499777,0.004479,"Thailand, Prachin Buri, Na Di, Sam Phan Ta"
5741,Polygon,TH141603,0.111637,0.000666,"Thailand, Phra Nakhon Si Ayutthaya, Ban Phraek, Sam Phaniang"
5742,Polygon,TH302403,0.368701,0.003412,"Thailand, Nakhon Ratchasima, Non Daeng, Sam Phaniang"
5743,Polygon,TH220803,0.597259,0.006749,"Thailand, Chanthaburi, Kaeng Hang Maeo, Sam Phi Nong"
